S.No,Date,Prvs Closing,Capital Add,Opn Bal,Cash,Online,Roinet,Jio,Go2Sms,Credit,Pending,Damages,Expense,Total,Wthdrwl,Cls Bal,,,,,,,,,,,,
374,8-Jun-2024,268439,₹ 0,"₹ 2,68,439","₹ 1,13,577","₹ 53,399","₹ 94,056","₹ 2,362",₹ 321,"₹ 6,440",₹ 0,₹ 0,₹ 450,"₹ 2,70,605",₹ 0,"₹ 2,70,155",,,,,,,,,,,,
375,9-Jun-2024,270155,"-₹ 30,000","₹ 2,40,155","₹ 13,980","₹ 1,05,829","₹ 38,902",₹ 901,₹ 321,"₹ 82,540",₹ 0,₹ 0,₹ 110,"₹ 2,42,583",₹ 0,"₹ 2,42,473",,,,,,,,,,,,
376,10-Jun-2024,242473,₹ 0,"₹ 2,42,473","₹ 68,035","₹ 45,731","₹ 45,663","₹ 2,836",₹ 321,"₹ 82,540",₹ 0,₹ 0,₹ 714,"₹ 2,45,840","₹ 44,000","₹ 2,01,126",,,,,,,,,,,,
377,11-Jun-2024,201126,₹ 0,"₹ 2,01,126","₹ 81,320","₹ 38,962","₹ 15,913","₹ 2,286",₹ 321,"₹ 64,110",₹ 0,₹ 0,"₹ 1,451","₹ 2,04,363",₹ 0,"₹ 2,02,912",,,,,,,,,,,,
378,12-Jun-2024,202912,₹ 0,"₹ 2,02,912","₹ 69,275","₹ 72,938",₹ 135,"₹ 2,068",₹ 321,"₹ 58,920","₹ 1,010",₹ 0,"₹ 1,820","₹ 2,06,487",₹ 0,"₹ 2,04,667",,,,,,,,,,,,
379,13-Jun-2024,204667,₹ 0,"₹ 2,04,667","₹ 58,030","₹ 85,393",₹ 284,"₹ 1,471",₹ 321,"₹ 62,020",₹ 0,₹ 0,₹ 140,"₹ 2,07,659",₹ 0,"₹ 2,07,519",,,,,,,,,,,,
380,14-Jun-2024,207519,₹ 0,"₹ 2,07,519","₹ 1,10,045","₹ 32,233","₹ 5,885",₹ 575,₹ 321,"₹ 61,920",₹ 0,₹ 0,₹ 150,"₹ 2,11,129",₹ 0,"₹ 2,10,979",,,,,,,,,,,,
381,15-Jun-2024,210979,₹ 0,"₹ 2,10,979","₹ 98,000","₹ 37,337","₹ 23,323","₹ 3,075",₹ 321,"₹ 48,760","₹ 1,620",₹ 0,₹ 240,"₹ 2,12,676",₹ 0,"₹ 2,12,436",,,,,,,,,,,,
382,16-Jun-2024,212436,₹ 0,"₹ 2,12,436","₹ 33,185","₹ 1,25,002",₹ 439,"₹ 1,025",₹ 321,"₹ 48,760","₹ 5,830",₹ 0,₹ 210,"₹ 2,14,772",₹ 0,"₹ 2,14,562",,,,,,,,,,,,
383,17-Jun-2024,214562,₹ 0,"₹ 2,14,562","₹ 21,120","₹ 1,32,938",₹ 702,"₹ 2,743",₹ 321,"₹ 48,260","₹ 9,350",₹ 0,₹ 610,"₹ 2,16,044",₹ 0,"₹ 2,15,434",,,,,,,,,,,,
384,18-Jun-2024,215434,₹ 0,"₹ 2,15,434","₹ 58,900","₹ 68,551","₹ 1,115","₹ 2,297",₹ 321,"₹ 61,910","₹ 24,283",₹ 0,₹ 380,"₹ 2,17,757",₹ 0,"₹ 2,17,377",,,,,,,,,,,,
385,19-Jun-2024,217377,₹ 0,"₹ 2,17,377","₹ 1,00,025","₹ 31,463","₹ 22,791","₹ 2,297",₹ 321,"₹ 62,210",₹ 0,₹ 0,₹ 297,"₹ 2,19,404",₹ 0,"₹ 2,19,107",,,,,,,,,,,,
386,20-Jun-2024,219107,₹ 0,"₹ 2,19,107","₹ 1,04,885","₹ 44,749","₹ 8,720","₹ 1,715",₹ 321,"₹ 61,210",₹ 0,₹ 0,₹ 960,"₹ 2,22,560",₹ 0,"₹ 2,21,600",,,,,,,,,,,,
387,21-Jun-2024,221600,₹ 0,"₹ 2,21,600","₹ 96,015","₹ 62,257","₹ 1,199","₹ 1,139",₹ 321,"₹ 62,970",₹ 0,₹ 0,₹ 187,"₹ 2,24,088",₹ 0,"₹ 2,23,901",,,,,,,,,,,,
388,22-Jun-2024,223901,₹ 0,"₹ 2,23,901","₹ 60,975","₹ 93,565","₹ 7,108",₹ 502,₹ 321,"₹ 62,970",₹ 0,₹ 0,"₹ 1,200","₹ 2,26,641",₹ 0,"₹ 2,25,441",,,,,,,,,,,,
389,23-Jun-2024,225441,₹ 0,"₹ 2,25,441","₹ 1,45,156","₹ 15,780",₹ 160,"₹ 2,676",₹ 321,"₹ 62,530",₹ 0,₹ 0,₹ 890,"₹ 2,27,513",₹ 0,"₹ 2,26,623",,,,,,,,,,,,
390,24-Jun-2024,226623,₹ 0,"₹ 2,26,623","₹ 1,03,395","₹ 60,047","₹ 1,002","₹ 1,830",₹ 321,"₹ 62,650",₹ 0,₹ 0,"₹ 1,390","₹ 2,30,635",₹ 0,"₹ 2,29,245",,,,,,,,,,,,
391,25-Jun-2024,229245,₹ 0,"₹ 2,29,245","₹ 83,950","₹ 24,221","₹ 57,776","₹ 1,442",₹ 321,"₹ 62,650",₹ 0,₹ 0,₹ 0,"₹ 2,30,360",₹ 0,"₹ 2,30,360",,,,,,,,,,,,
392,26-Jun-2024,230360,₹ 0,"₹ 2,30,360","₹ 54,830","₹ 72,456","₹ 41,822","₹ 1,442",₹ 321,"₹ 62,650",₹ 0,₹ 0,₹ 0,"₹ 2,33,521",₹ 0,"₹ 2,33,521",,,,,,,,,,,,
393,27-Jun-2024,233521,₹ 0,"₹ 2,33,521","₹ 78,220","₹ 83,980","₹ 12,188","₹ 1,243",₹ 321,"₹ 60,150",₹ 0,₹ 0,₹ 0,"₹ 2,36,102",₹ 0,"₹ 2,36,102",,,,,,,,,,,,
394,28-Jun-2024,236102,₹ 0,"₹ 2,36,102","₹ 96,630","₹ 86,822","₹ 1,655",₹ 714,₹ 321,"₹ 49,720",₹ 0,₹ 0,"₹ 3,160","₹ 2,39,022",₹ 0,"₹ 2,35,862",,,,,,,,,,,,
395,29-Jun-2024,235862,₹ 0,"₹ 2,35,862","₹ 1,21,319","₹ 32,895","₹ 39,707",₹ 337,₹ 321,"₹ 44,100",₹ 0,₹ 0,₹ 20,"₹ 2,38,699",₹ 0,"₹ 2,38,679",,,,,,,,,,,,
396,30-Jun-2024,238679,₹ 0,"₹ 2,38,679","₹ 69,080","₹ 39,104","₹ 38,864","₹ 40,085",₹ 321,"₹ 53,700",₹ 0,₹ 0,₹ 300,"₹ 2,41,454","₹ 40,000","₹ 2,01,154",,,,,,,,,,,,
397,1-Jul-2024,201154,₹ 0,"₹ 2,01,154","₹ 16,860","₹ 89,606","₹ 43,092","₹ 1,574",₹ 321,"₹ 53,640",₹ 0,₹ 0,"₹ 1,320","₹ 2,06,413",₹ 0,"₹ 2,05,093",,,,,,,,,,,,
398,2-Jul-2024,205093,₹ 0,"₹ 2,05,093","₹ 63,090","₹ 51,297","₹ 37,802","₹ 1,210",₹ 321,"₹ 54,230",₹ 0,₹ 0,₹ 0,"₹ 2,07,950",₹ 0,"₹ 2,07,950",,,,,,,,,,,,
399,3-Jul-2024,207950,₹ 0,"₹ 2,07,950","₹ 78,400","₹ 70,741","₹ 1,102","₹ 1,023",₹ 321,"₹ 54,740",₹ 0,₹ 0,"₹ 3,750","₹ 2,10,077",₹ 0,"₹ 2,06,327",,,,,,,,,,,,
400,4-Jul-2024,206327,₹ 0,"₹ 2,06,327","₹ 1,08,530","₹ 45,833","₹ 1,196",₹ 475,₹ 321,"₹ 54,742",₹ 0,₹ 0,₹ 0,"₹ 2,11,097",₹ 0,"₹ 2,11,097",,,,,,,,,,,,
401,5-Jul-2024,211097,₹ 0,"₹ 2,11,097","₹ 52,465","₹ 61,632","₹ 43,582",₹ 257,₹ 321,"₹ 54,742",₹ 0,₹ 0,₹ 0,"₹ 2,12,999",₹ 0,"₹ 2,12,999",,,,,,,,,,,,
402,6-Jul-2024,212999,₹ 0,"₹ 2,12,999","₹ 1,01,155","₹ 57,142",₹ 111,₹ 444,₹ 321,"₹ 55,402",₹ 0,₹ 0,₹ 0,"₹ 2,14,575",₹ 0,"₹ 2,14,575",,,,,,,,,,,,
403,7-Jul-2024,214575,₹ 0,"₹ 2,14,575","₹ 73,570","₹ 76,546","₹ 2,121","₹ 2,358",₹ 321,"₹ 54,702",₹ 0,₹ 0,"₹ 6,490","₹ 2,16,108",₹ 0,"₹ 2,09,618",,,,,,,,,,,,
404,8-Jul-2024,209618,₹ 0,"₹ 2,09,618","₹ 71,030","₹ 48,540","₹ 35,190","₹ 2,071",₹ 321,"₹ 55,222",₹ 0,₹ 0,₹ 50,"₹ 2,12,424",₹ 0,"₹ 2,12,374",,,,,,,,,,,,
405,9-Jul-2024,212374,₹ 0,"₹ 2,12,374","₹ 80,375","₹ 43,635","₹ 34,241","₹ 1,822",₹ 321,"₹ 55,222",₹ 0,₹ 0,₹ 0,"₹ 2,15,616",₹ 0,"₹ 2,15,616",,,,,,,,,,,,
406,10-Jul-2024,215616,₹ 0,"₹ 2,15,616","₹ 65,980","₹ 61,771","₹ 27,422","₹ 1,384",₹ 321,"₹ 55,222",₹ 0,₹ 0,"₹ 5,161","₹ 2,17,261",₹ 0,"₹ 2,12,100",,,,,,,,,,,,
407,11-Jul-2024,212100,₹ 0,"₹ 2,12,100","₹ 34,590","₹ 66,387","₹ 66,079","₹ 2,757",₹ 321,"₹ 45,222",₹ 0,₹ 0,₹ 0,"₹ 2,15,356",₹ 0,"₹ 2,15,356",,,,,,,,,,,,
408,12-Jul-2024,215356,₹ 0,"₹ 2,15,356","₹ 1,40,210","₹ 15,559","₹ 13,775","₹ 2,300",₹ 321,"₹ 44,702",₹ 0,₹ 0,₹ 0,"₹ 2,16,867",₹ 0,"₹ 2,16,867",,,,,,,,,,,,
409,13-Jul-2024,216867,₹ 0,"₹ 2,16,867","₹ 99,630","₹ 65,157","₹ 8,687","₹ 1,257",₹ 321,"₹ 44,702",₹ 0,₹ 0,₹ 0,"₹ 2,19,754",₹ 0,"₹ 2,19,754",,,,,,,,,,,,
410,14-Jul-2024,219754,₹ 0,"₹ 2,19,754","₹ 1,18,520","₹ 33,905","₹ 22,668",₹ 809,₹ 321,"₹ 44,702",₹ 0,₹ 0,₹ 750,"₹ 2,21,675",₹ 0,"₹ 2,20,925",,,,,,,,,,,,
411,15-Jul-2024,220925,₹ 0,"₹ 2,20,925","₹ 1,54,075","₹ 10,693","₹ 7,439",₹ 53,₹ 321,"₹ 45,202",₹ 0,₹ 0,"₹ 4,690","₹ 2,22,473",₹ 0,"₹ 2,17,783",,,,,,,,,,,,
412,16-Jul-2024,217783,₹ 0,"₹ 2,17,783","₹ 1,21,995","₹ 47,545","₹ 5,774",₹ 53,₹ 321,"₹ 44,702",₹ 0,₹ 0,₹ 0,"₹ 2,20,390",₹ 0,"₹ 2,20,390",,,,,,,,,,,,
413,17-Jul-2024,220390,₹ 0,"₹ 2,20,390","₹ 67,070","₹ 99,955","₹ 10,407",₹ 15,₹ 321,"₹ 44,762",₹ 0,₹ 0,₹ 10,"₹ 2,22,540",₹ 0,"₹ 2,22,530",,,,,,,,,,,,
414,18-Jul-2024,222530,₹ 0,"₹ 2,22,530","₹ 78,105","₹ 1,02,443",₹ 236,₹ 15,₹ 321,"₹ 44,762",₹ 0,₹ 0,₹ 0,"₹ 2,25,882",₹ 0,"₹ 2,25,882",,,,,,,,,,,,
415,19-Jul-2024,225882,₹ 0,"₹ 2,25,882","₹ 66,460","₹ 1,04,725",₹ 206,₹ 725,₹ 321,"₹ 55,872",₹ 0,₹ 0,₹ 0,"₹ 2,28,309",₹ 0,"₹ 2,28,309",,,,,,,,,,,,
416,20-Jul-2024,228309,₹ 0,"₹ 2,28,309","₹ 64,180","₹ 48,730","₹ 66,964",₹ 198,₹ 321,"₹ 49,870",₹ 0,₹ 0,₹ 50,"₹ 2,30,313",₹ 0,"₹ 2,30,263",,,,,,,,,,,,
417,21-Jul-2024,230263,₹ 0,"₹ 2,30,263","₹ 75,080","₹ 77,919","₹ 18,733","₹ 3,513",₹ 321,"₹ 56,562",₹ 0,₹ 0,₹ 0,"₹ 2,32,128",₹ 0,"₹ 2,32,128",,,,,,,,,,,,
418,22-Jul-2024,232128,₹ 0,"₹ 2,32,128","₹ 62,230","₹ 1,03,190","₹ 7,009","₹ 3,274",₹ 321,"₹ 56,562",₹ 0,₹ 0,"₹ 3,000","₹ 2,35,586",₹ 0,"₹ 2,32,586",,,,,,,,,,,,
419,23-Jul-2024,232586,₹ 0,"₹ 2,32,586","₹ 69,270","₹ 96,687","₹ 18,607","₹ 2,980",₹ 321,"₹ 47,562",₹ 0,₹ 0,₹ 0,"₹ 2,35,427",₹ 0,"₹ 2,35,427",,,,,,,,,,,,
420,24-Jul-2024,235427,₹ 0,"₹ 2,35,427","₹ 1,17,330","₹ 67,841","₹ 2,223","₹ 2,463",₹ 321,"₹ 47,562",₹ 0,₹ 0,₹ 700,"₹ 2,38,440",₹ 0,"₹ 2,37,740",,,,,,,,,,,,
421,25-Jul-2024,237740,₹ 0,"₹ 2,37,740","₹ 77,830","₹ 95,264","₹ 21,990","₹ 1,689",₹ 321,"₹ 45,882",₹ 0,₹ 0,₹ 0,"₹ 2,42,976",₹ 0,"₹ 2,42,976",,,,,,,,,,,,
422,26-Jul-2024,242976,₹ 0,"₹ 2,42,976","₹ 1,84,400","₹ 48,534","₹ 4,938","₹ 1,171",₹ 321,"₹ 5,882",₹ 0,₹ 0,₹ 0,"₹ 2,45,246",₹ 0,"₹ 2,45,246",,,,,,,,,,,,
423,27-Jul-2024,245246,₹ 0,"₹ 2,45,246","₹ 1,09,640","₹ 53,434","₹ 77,347",₹ 424,₹ 321,"₹ 5,882",₹ 0,₹ 0,₹ 0,"₹ 2,47,048",₹ 0,"₹ 2,47,048",,,,,,,,,,,,
424,28-Jul-2024,247048,₹ 0,"₹ 2,47,048","₹ 58,680","₹ 1,70,023","₹ 14,048",₹ 225,₹ 321,"₹ 5,882",₹ 0,₹ 0,₹ 221,"₹ 2,49,400",₹ 0,"₹ 2,49,179",,,,,,,,,,,,
425,29-Jul-2024,249179,₹ 0,"₹ 2,49,179","₹ 1,03,925","₹ 1,00,232",₹ 635,₹ 803,₹ 321,"₹ 46,090",₹ 0,₹ 0,₹ 0,"₹ 2,52,006",₹ 0,"₹ 2,52,006",,,,,,,,,,,,
426,30-Jul-2024,252006,₹ 0,"₹ 2,52,006","₹ 1,15,305","₹ 80,390","₹ 14,049",₹ 257,₹ 321,"₹ 45,790",₹ 0,₹ 0,₹ 0,"₹ 2,56,112",₹ 0,"₹ 2,56,112",,,,,,,,,,,,
427,31-Jul-2024,256112,₹ 0,"₹ 2,56,112","₹ 1,09,085","₹ 1,02,241",₹ 783,₹ 759,₹ 321,"₹ 46,410",₹ 0,₹ 0,₹ 0,"₹ 2,59,599",₹ 0,"₹ 2,59,599",,,,,,,,,,,,
428,1-Aug-2024,259599,₹ 0,"₹ 2,59,599","₹ 72,280","₹ 70,123","₹ 10,561","₹ 2,772",₹ 321,"₹ 45,790","₹ 61,000",₹ 0,₹ 420,"₹ 2,63,267","₹ 61,000","₹ 2,01,847",,,,,,,,,,,,
429,2-Aug-2024,201847,₹ 0,"₹ 2,01,847","₹ 38,730","₹ 1,16,103",₹ 601,"₹ 2,425",₹ 321,"₹ 46,790",₹ 0,₹ 0,₹ 500,"₹ 2,05,470",₹ 0,"₹ 2,04,970",,,,,,,,,,,,
430,3-Aug-2024,204970,₹ 0,"₹ 2,04,970","₹ 74,310","₹ 68,738","₹ 15,601","₹ 1,824",₹ 321,"₹ 46,770",₹ 0,₹ 0,₹ 20,"₹ 2,07,584",₹ 0,"₹ 2,07,564",,,,,,,,,,,,
431,4-Aug-2024,207564,₹ 0,"₹ 2,07,564","₹ 42,455","₹ 1,11,676","₹ 6,826","₹ 1,366",₹ 321,"₹ 46,770",₹ 0,₹ 0,₹ 0,"₹ 2,09,414",₹ 0,"₹ 2,09,414",,,,,,,,,,,,
432,5-Aug-2024,209414,₹ 0,"₹ 2,09,414","₹ 1,08,935","₹ 36,612","₹ 20,182",₹ 890,₹ 321,"₹ 46,770",₹ 0,₹ 0,₹ 20,"₹ 2,13,730",₹ 0,"₹ 2,13,710",,,,,,,,,,,,
433,6-Aug-2024,213710,₹ 0,"₹ 2,13,710","₹ 1,09,545","₹ 56,449","₹ 1,702",₹ 965,₹ 321,"₹ 46,770",₹ 0,₹ 0,₹ 0,"₹ 2,15,752",₹ 0,"₹ 2,15,752",,,,,,,,,,,,
434,7-Aug-2024,215752,₹ 0,"₹ 2,15,752","₹ 84,980","₹ 51,223","₹ 28,620","₹ 2,742",₹ 321,"₹ 43,770",₹ 0,₹ 0,"₹ 6,000","₹ 2,17,656",₹ 0,"₹ 2,11,656",,,,,,,,,,,,
435,8-Aug-2024,211656,₹ 0,"₹ 2,11,656","₹ 1,09,825","₹ 46,783","₹ 10,757","₹ 2,424",₹ 321,"₹ 43,770",₹ 0,₹ 0,₹ 0,"₹ 2,13,880",₹ 0,"₹ 2,13,880",,,,,,,,,,,,
436,9-Aug-2024,213880,₹ 0,"₹ 2,13,880","₹ 1,31,450","₹ 22,075","₹ 17,098","₹ 2,395",₹ 321,"₹ 43,970",₹ 0,₹ 0,₹ 150,"₹ 2,17,459",₹ 0,"₹ 2,17,309",,,,,,,,,,,,
437,10-Aug-2024,217309,₹ 0,"₹ 2,17,309","₹ 2,760","₹ 1,49,190","₹ 7,870","₹ 2,395",₹ 321,"₹ 48,470",₹ 0,₹ 0,"₹ 9,000","₹ 2,20,006",₹ 0,"₹ 2,11,006",,,,,,,,,,,,
438,11-Aug-2024,211006,₹ 0,"₹ 2,11,006","₹ 2,810","₹ 1,54,673","₹ 11,384","₹ 1,453",₹ 321,"₹ 43,230",₹ 0,₹ 0,₹ 240,"₹ 2,14,111",₹ 0,"₹ 2,13,871",,,,,,,,,,,,
439,12-Aug-2024,213871,₹ 0,"₹ 2,13,871","₹ 1,28,840","₹ 43,285",₹ 335,₹ 888,₹ 321,"₹ 43,230",₹ 0,₹ 0,₹ 0,"₹ 2,16,899",₹ 0,"₹ 2,16,899",,,,,,,,,,,,
440,13-Aug-2024,216899,₹ 0,"₹ 2,16,899","₹ 48,000","₹ 1,22,157","₹ 4,537",₹ 446,₹ 321,"₹ 44,230",₹ 0,₹ 0,₹ 0,"₹ 2,19,691",₹ 0,"₹ 2,19,691",,,,,,,,,,,,
441,14-Aug-2024,219691,₹ 0,"₹ 2,19,691","₹ 38,780","₹ 1,23,734","₹ 9,968",₹ 662,₹ 321,"₹ 49,230",₹ 0,₹ 0,₹ 10,"₹ 2,22,705",₹ 0,"₹ 2,22,695",,,,,,,,,,,,
442,15-Aug-2024,222695,₹ 0,"₹ 2,22,695","₹ 1,18,095","₹ 51,785","₹ 3,959",₹ 662,₹ 321,"₹ 49,230",₹ 0,₹ 0,₹ 0,"₹ 2,24,052",₹ 0,"₹ 2,24,052",,,,,,,,,,,,
443,16-Aug-2024,224052,₹ 0,"₹ 2,24,052","₹ 1,58,725","₹ 11,914","₹ 4,213","₹ 3,305",₹ 321,"₹ 49,230",₹ 0,₹ 0,₹ 0,"₹ 2,27,708",₹ 0,"₹ 2,27,708",,,,,,,,,,,,
444,17-Aug-2024,227708,₹ 0,"₹ 2,27,708","₹ 79,295","₹ 93,384","₹ 4,802","₹ 2,309",₹ 321,"₹ 49,230",₹ 0,₹ 0,"₹ 1,160","₹ 2,30,501",₹ 0,"₹ 2,29,341",,,,,,,,,,,,
445,18-Aug-2024,229341,₹ 0,"₹ 2,29,341","₹ 36,405","₹ 1,28,854","₹ 1,696","₹ 1,792",₹ 321,"₹ 55,730",₹ 0,₹ 0,"₹ 6,000","₹ 2,30,798",₹ 0,"₹ 2,24,798",,,,,,,,,,,,
446,19-Aug-2024,224798,₹ 0,"₹ 2,24,798","₹ 36,405","₹ 1,28,954","₹ 1,696","₹ 1,792",₹ 321,"₹ 55,730",₹ 0,₹ 0,₹ 0,"₹ 2,24,898",₹ 0,"₹ 2,24,898",,,,,,,,,,,,
447,20-Aug-2024,224898,₹ 0,"₹ 2,24,898","₹ 1,30,730","₹ 44,043",₹ 138,"₹ 1,175",₹ 321,"₹ 50,730",₹ 0,₹ 0,₹ 0,"₹ 2,27,137",₹ 0,"₹ 2,27,137",,,,,,,,,,,,
448,21-Aug-2024,227137,₹ 0,"₹ 2,27,137","₹ 1,33,035","₹ 25,463","₹ 17,210",₹ 966,₹ 321,"₹ 50,730",₹ 0,₹ 0,₹ 0,"₹ 2,27,725",₹ 0,"₹ 2,27,725",,,,,,,,,,,,
449,22-Aug-2024,227725,₹ 0,"₹ 2,27,725","₹ 1,47,115","₹ 34,898","₹ 3,047",₹ 446,₹ 321,"₹ 45,730",₹ 0,₹ 0,₹ 100,"₹ 2,31,657",₹ 0,"₹ 2,31,557",,,,,,,,,,,,
450,23-Aug-2024,231557,₹ 0,"₹ 2,31,557","₹ 1,42,650","₹ 34,759","₹ 11,163",₹ 587,₹ 321,"₹ 45,730",₹ 0,₹ 0,₹ 50,"₹ 2,35,260",₹ 0,"₹ 2,35,210",,,,,,,,,,,,
451,24-Aug-2024,235210,₹ 0,"₹ 2,35,210","₹ 1,27,690","₹ 56,611","₹ 4,669","₹ 2,274",₹ 321,"₹ 45,230",₹ 0,₹ 0,₹ 0,"₹ 2,36,795",₹ 0,"₹ 2,36,795",,,,,,,,,,,,
452,25-Aug-2024,236795,₹ 0,"₹ 2,36,795","₹ 1,06,370","₹ 53,540","₹ 22,577",₹ 979,₹ 321,"₹ 55,230",₹ 0,₹ 0,₹ 20,"₹ 2,39,037",₹ 0,"₹ 2,39,017",,,,,,,,,,,,
453,26-Aug-2024,239017,₹ 0,"₹ 2,39,017","₹ 48,552","₹ 1,36,971",₹ 377,₹ 549,₹ 321,"₹ 55,230",₹ 0,₹ 0,₹ 107,"₹ 2,42,107",₹ 0,"₹ 2,42,000",,,,,,,,,,,,
454,27-Aug-2024,242000,₹ 0,"₹ 2,42,000","₹ 60,220","₹ 1,19,586",₹ 843,"₹ 4,148",₹ 321,"₹ 56,230",₹ 0,₹ 0,"₹ 3,122","₹ 2,44,470",₹ 0,"₹ 2,41,348",,,,,,,,,,,,
455,28-Aug-2024,241348,₹ 0,"₹ 2,41,348","₹ 11,760","₹ 1,38,370","₹ 1,195","₹ 3,351",₹ 321,"₹ 91,230",₹ 0,₹ 0,₹ 0,"₹ 2,46,227",₹ 0,"₹ 2,46,227",,,,,,,,,,,,
456,29-Aug-2024,246227,₹ 0,"₹ 2,46,227","₹ 1,10,925","₹ 48,510",₹ 569,"₹ 2,753",₹ 321,"₹ 86,230",₹ 0,₹ 0,₹ 0,"₹ 2,49,308",₹ 0,"₹ 2,49,308",,,,,,,,,,,,
457,30-Aug-2024,249308,₹ 0,"₹ 2,49,308","₹ 1,01,985","₹ 53,220","₹ 9,505","₹ 1,180",₹ 321,"₹ 85,230",₹ 0,₹ 0,₹ 100,"₹ 2,51,541",₹ 0,"₹ 2,51,441",,,,,,,,,,,,
458,31-Aug-2024,251441,₹ 0,"₹ 2,51,441","₹ 1,09,955","₹ 58,806","₹ 1,357","₹ 2,066",₹ 321,"₹ 82,230",₹ 0,₹ 0,₹ 100,"₹ 2,54,835",₹ 0,"₹ 2,54,735",,,,,,,,,,,,
459,1-Sep-2024,254735,₹ 0,"₹ 2,54,735","₹ 53,325","₹ 36,179","₹ 27,232","₹ 1,340",₹ 321,"₹ 82,230","₹ 56,000",₹ 0,₹ 310,"₹ 2,56,937","₹ 56,000","₹ 2,00,627",,,,,,,,,,,,
460,2-Sep-2024,200627,₹ 0,"₹ 2,00,627","₹ 71,250","₹ 38,342","₹ 7,699","₹ 4,221",₹ 321,"₹ 82,230",₹ 0,₹ 0,₹ 451,"₹ 2,04,514",₹ 0,"₹ 2,04,063",,,,,,,,,,,,
461,3-Sep-2024,204063,₹ 0,"₹ 2,04,063","₹ 52,250","₹ 63,945","₹ 5,038","₹ 3,305",₹ 321,"₹ 82,530",₹ 0,₹ 0,₹ 400,"₹ 2,07,789",₹ 0,"₹ 2,07,389",,,,,,,,,,,,
462,4-Sep-2024,207389,₹ 0,"₹ 2,07,389","₹ 1,19,850","₹ 5,446","₹ 1,022","₹ 1,773",₹ 321,"₹ 82,530",₹ 0,₹ 0,₹ 130,"₹ 2,11,072",₹ 0,"₹ 2,10,942",,,,,,,,,,,,
463,5-Sep-2024,210942,₹ 0,"₹ 2,10,942","₹ 83,520","₹ 50,527","₹ 7,129",₹ 978,₹ 321,"₹ 72,530",₹ 0,₹ 0,₹ 350,"₹ 2,15,355",₹ 0,"₹ 2,15,005",,,,,,,,,,,,
464,6-Sep-2024,215005,₹ 0,"₹ 2,15,005","₹ 87,020","₹ 56,243","₹ 1,946",₹ 679,₹ 321,"₹ 72,530",₹ 0,₹ 0,₹ 700,"₹ 2,19,439",₹ 0,"₹ 2,18,739",,,,,,,,,,,,
465,7-Sep-2024,218739,₹ 0,"₹ 2,18,739","₹ 78,060","₹ 54,732","₹ 3,518","₹ 4,099",₹ 321,"₹ 80,680",₹ 0,₹ 0,₹ 160,"₹ 2,21,570",₹ 0,"₹ 2,21,410",,,,,,,,,,,,
466,8-Sep-2024,221410,₹ 0,"₹ 2,21,410","₹ 56,050","₹ 85,616","₹ 1,293","₹ 4,080",₹ 321,"₹ 76,480",₹ 0,₹ 0,₹ 0,"₹ 2,23,840",₹ 0,"₹ 2,23,840",,,,,,,,,,,,
467,9-Sep-2024,223840,₹ 0,"₹ 2,23,840","₹ 93,610","₹ 49,176","₹ 2,684","₹ 3,333",₹ 321,"₹ 76,380",₹ 0,₹ 0,₹ 100,"₹ 2,25,604",₹ 0,"₹ 2,25,504",,,,,,,,,,,,
468,10-Sep-2024,225504,₹ 0,"₹ 2,25,504","₹ 90,095","₹ 47,080","₹ 1,317","₹ 3,065",₹ 321,"₹ 82,480",₹ 0,₹ 0,"₹ 4,170","₹ 2,28,528",₹ 0,"₹ 2,24,358",,,,,,,,,,,,
469,11-Sep-2024,224358,₹ 0,"₹ 2,24,358","₹ 89,070","₹ 35,690","₹ 17,446","₹ 3,065",₹ 321,"₹ 76,680",₹ 0,₹ 0,"₹ 5,000","₹ 2,27,272",₹ 0,"₹ 2,22,272",,,,,,,,,,,,
470,12-Sep-2024,222272,₹ 0,"₹ 2,22,272","₹ 96,755","₹ 47,066","₹ 1,820","₹ 2,069",₹ 321,"₹ 76,680",₹ 0,₹ 0,₹ 0,"₹ 2,24,711",₹ 0,"₹ 2,24,711",,,,,,,,,,,,
471,13-Sep-2024,224711,₹ 0,"₹ 2,24,711","₹ 1,55,915","₹ 16,461","₹ 3,099","₹ 1,224",₹ 321,"₹ 50,130",₹ 0,₹ 0,₹ 45,"₹ 2,27,195",₹ 0,"₹ 2,27,150",,,,,,,,,,,,
472,14-Sep-2024,227150,₹ 0,"₹ 2,27,150","₹ 1,56,410","₹ 20,247","₹ 3,719",₹ 401,₹ 321,"₹ 50,130",₹ 0,₹ 0,₹ 0,"₹ 2,31,228",₹ 0,"₹ 2,31,228",,,,,,,,,,,,
473,15-Sep-2024,231228,₹ 0,"₹ 2,31,228","₹ 96,320","₹ 30,056","₹ 52,648","₹ 4,846",₹ 321,"₹ 50,430",₹ 0,₹ 0,₹ 560,"₹ 2,35,181",₹ 0,"₹ 2,34,621",,,,,,,,,,,,
474,16-Sep-2024,234621,₹ 0,"₹ 2,34,621","₹ 12,210","₹ 1,62,269","₹ 13,144","₹ 3,472",₹ 321,"₹ 46,730",₹ 0,₹ 0,₹ 0,"₹ 2,38,146",₹ 0,"₹ 2,38,146",,,,,,,,,,,,
