S.No,Date,Prvs Closing,Capital Add,Opn Bal,Cash,Online,Roinet,Jio,Go2Sms,Credit,Pending,Damages,Expense,Total,Wthdrwl,Cls Bal,,,,,,,,,,,,
522,3-Nov-2024,203443,₹ 0,"₹ 2,03,443","₹ 80,885","₹ 61,925","₹ 14,280",₹ 841,₹ 321,"₹ 46,430",₹ 0,₹ 0,₹ 70,"₹ 2,04,752",₹ 0,"₹ 2,04,682",,,,,,,,,,,,
523,4-Nov-2024,204682,₹ 0,"₹ 2,04,682","₹ 58,990","₹ 56,061","₹ 43,152","₹ 1,710",₹ 321,"₹ 46,430",₹ 0,₹ 0,₹ 752,"₹ 2,07,416",₹ 0,"₹ 2,06,664",,,,,,,,,,,,
524,5-Nov-2024,206664,₹ 0,"₹ 2,06,664","₹ 83,940","₹ 45,617","₹ 28,309","₹ 1,392",₹ 321,"₹ 49,430",₹ 0,₹ 0,₹ 0,"₹ 2,09,009",₹ 0,"₹ 2,09,009",,,,,,,,,,,,
525,6-Nov-2024,209009,₹ 0,"₹ 2,09,009","₹ 1,24,360","₹ 37,542",₹ 483,₹ 595,₹ 321,"₹ 48,430",₹ 0,₹ 0,₹ 0,"₹ 2,11,731",₹ 0,"₹ 2,11,731",,,,,,,,,,,,
526,7-Nov-2024,211731,₹ 0,"₹ 2,11,731","₹ 89,670","₹ 62,828","₹ 12,116","₹ 2,263",₹ 321,"₹ 48,655",₹ 0,₹ 0,₹ 60,"₹ 2,15,913",₹ 0,"₹ 2,15,853",,,,,,,,,,,,
527,8-Nov-2024,215853,₹ 0,"₹ 2,15,853","₹ 1,34,875","₹ 29,057","₹ 3,025","₹ 1,765",₹ 321,"₹ 48,655",₹ 0,₹ 0,₹ 82,"₹ 2,17,780",₹ 0,"₹ 2,17,698",,,,,,,,,,,,
528,9-Nov-2024,217698,₹ 0,"₹ 2,17,698","₹ 1,05,290","₹ 63,276","₹ 1,037",₹ 908,₹ 321,"₹ 48,655",₹ 0,₹ 0,₹ 90,"₹ 2,19,577",₹ 0,"₹ 2,19,487",,,,,,,,,,,,
529,10-Nov-2024,219487,₹ 0,"₹ 2,19,487","₹ 83,310","₹ 83,037","₹ 1,988",₹ 482,₹ 321,"₹ 48,655",₹ 0,₹ 0,"₹ 4,180","₹ 2,21,973",₹ 0,"₹ 2,17,793",,,,,,,,,,,,
530,11-Nov-2024,217793,₹ 0,"₹ 2,17,793","₹ 1,29,425","₹ 41,890","₹ 1,759","₹ 1,950",₹ 321,"₹ 45,655",₹ 0,₹ 0,₹ 0,"₹ 2,21,000",₹ 0,"₹ 2,21,000",,,,,,,,,,,,
531,12-Nov-2024,221000,₹ 0,"₹ 2,21,000","₹ 1,10,715","₹ 58,110","₹ 1,574","₹ 1,751",₹ 321,"₹ 50,430",₹ 0,₹ 0,₹ 70,"₹ 2,22,971",₹ 0,"₹ 2,22,901",,,,,,,,,,,,
532,13-Nov-2024,222901,₹ 0,"₹ 2,22,901","₹ 1,00,205","₹ 56,478","₹ 16,636",₹ 785,₹ 321,"₹ 50,430",₹ 0,₹ 0,₹ 0,"₹ 2,24,855",₹ 0,"₹ 2,24,855",,,,,,,,,,,,
533,14-Nov-2024,224855,₹ 0,"₹ 2,24,855","₹ 97,480","₹ 68,813","₹ 8,874","₹ 2,514",₹ 321,"₹ 49,930",₹ 0,₹ 0,₹ 100,"₹ 2,28,032",₹ 0,"₹ 2,27,932",,,,,,,,,,,,
534,15-Nov-2024,227932,₹ 0,"₹ 2,27,932","₹ 1,28,400","₹ 50,910",₹ 411,"₹ 1,930",₹ 321,"₹ 47,130",₹ 0,₹ 0,"₹ 1,530","₹ 2,30,632",₹ 0,"₹ 2,29,102",,,,,,,,,,,,
535,16-Nov-2024,229102,₹ 0,"₹ 2,29,102","₹ 91,431","₹ 91,615","₹ 1,310","₹ 1,195",₹ 321,"₹ 45,530",₹ 0,₹ 0,₹ 100,"₹ 2,31,502",₹ 0,"₹ 2,31,402",,,,,,,,,,,,
536,17-Nov-2024,231402,₹ 0,"₹ 2,31,402","₹ 69,260","₹ 67,824","₹ 50,144","₹ 1,600",₹ 321,"₹ 44,830",₹ 0,₹ 0,₹ 40,"₹ 2,34,019",₹ 0,"₹ 2,33,979",,,,,,,,,,,,
537,18-Nov-2024,233979,₹ 0,"₹ 2,33,979","₹ 1,37,025","₹ 49,686","₹ 3,371","₹ 1,102",₹ 321,"₹ 44,830",₹ 0,₹ 0,₹ 90,"₹ 2,36,425",₹ 0,"₹ 2,36,335",,,,,,,,,,,,
538,19-Nov-2024,236335,₹ 0,"₹ 2,36,335","₹ 1,25,740","₹ 42,470","₹ 13,046","₹ 1,705",₹ 321,"₹ 51,830",₹ 0,₹ 0,"₹ 3,010","₹ 2,38,122",₹ 0,"₹ 2,35,112",,,,,,,,,,,,
539,20-Nov-2024,235112,₹ 0,"₹ 2,35,112","₹ 1,01,470","₹ 42,966","₹ 39,028","₹ 1,188",₹ 321,"₹ 51,830",₹ 0,₹ 0,₹ 0,"₹ 2,36,803",₹ 0,"₹ 2,36,803",,,,,,,,,,,,
540,21-Nov-2024,236803,₹ 0,"₹ 2,36,803","₹ 1,01,680","₹ 86,827","₹ 2,016",₹ 692,₹ 321,"₹ 48,830",₹ 0,₹ 0,₹ 0,"₹ 2,40,366",₹ 0,"₹ 2,40,366",,,,,,,,,,,,
541,22-Nov-2024,240366,₹ 0,"₹ 2,40,366","₹ 1,45,585","₹ 45,604","₹ 5,109","₹ 1,513",₹ 321,"₹ 45,030",₹ 0,₹ 0,₹ 0,"₹ 2,43,162",₹ 0,"₹ 2,43,162",,,,,,,,,,,,
542,23-Nov-2024,243162,₹ 0,"₹ 2,43,162","₹ 3,600","₹ 1,89,051",₹ 984,"₹ 3,080",₹ 321,"₹ 45,280",₹ 0,₹ 0,"₹ 5,050","₹ 2,47,366",₹ 0,"₹ 2,42,316",,,,,,,,,,,,
543,24-Nov-2024,242316,₹ 0,"₹ 2,42,316","₹ 1,27,180","₹ 30,756","₹ 34,274","₹ 2,483",₹ 321,"₹ 48,080",₹ 0,₹ 0,₹ 260,"₹ 2,43,354",₹ 0,"₹ 2,43,094",,,,,,,,,,,,
544,25-Nov-2024,243094,₹ 0,"₹ 2,43,094","₹ 1,36,560","₹ 50,126","₹ 1,675","₹ 1,404",₹ 321,"₹ 55,180",₹ 0,₹ 0,₹ 0,"₹ 2,45,266",₹ 0,"₹ 2,45,266",,,,,,,,,,,,
545,26-Nov-2024,245266,₹ 0,"₹ 2,45,266","₹ 1,03,035","₹ 62,627","₹ 24,466","₹ 1,176",₹ 321,"₹ 55,180",₹ 0,₹ 0,₹ 100,"₹ 2,46,905",₹ 0,"₹ 2,46,805",,,,,,,,,,,,
546,27-Nov-2024,246805,₹ 0,"₹ 2,46,805","₹ 1,23,830","₹ 70,757","₹ 1,091",₹ 479,₹ 321,"₹ 52,180",₹ 0,₹ 0,₹ 10,"₹ 2,48,668",₹ 0,"₹ 2,48,658",,,,,,,,,,,,
547,28-Nov-2024,248658,₹ 0,"₹ 2,48,658","₹ 1,22,230","₹ 67,674","₹ 8,259","₹ 1,491",₹ 321,"₹ 52,180",₹ 0,₹ 0,₹ 0,"₹ 2,52,155",₹ 0,"₹ 2,52,155",,,,,,,,,,,,
548,29-Nov-2024,252155,₹ 0,"₹ 2,52,155","₹ 1,36,780","₹ 54,379","₹ 7,930","₹ 1,788",₹ 321,"₹ 52,180",₹ 0,₹ 0,₹ 0,"₹ 2,53,378",₹ 0,"₹ 2,53,378",,,,,,,,,,,,
549,30-Nov-2024,253378,₹ 0,"₹ 2,53,378","₹ 1,84,700","₹ 6,745","₹ 3,695","₹ 1,142",₹ 321,"₹ 52,180",₹ 0,₹ 0,"₹ 6,600","₹ 2,55,383",₹ 0,"₹ 2,48,783",,,,,,,,,,,,
550,1-Dec-2024,248783,₹ 0,"₹ 2,48,783","₹ 65,965","₹ 66,191","₹ 16,740",₹ 997,₹ 321,"₹ 50,810","₹ 52,000",₹ 0,₹ 20,"₹ 2,53,044","₹ 52,000","₹ 2,01,024",,,,,,,,,,,,
551,2-Dec-2024,201024,₹ 0,"₹ 2,01,024","₹ 97,810","₹ 41,419","₹ 8,779",₹ 400,₹ 321,"₹ 54,810",₹ 0,₹ 0,₹ 50,"₹ 2,03,589",₹ 0,"₹ 2,03,539",,,,,,,,,,,,
552,3-Dec-2024,203539,₹ 0,"₹ 2,03,539","₹ 1,26,620","₹ 24,094",₹ 620,₹ 132,₹ 321,"₹ 54,810",₹ 0,₹ 0,₹ 0,"₹ 2,06,597",₹ 0,"₹ 2,06,597",,,,,,,,,,,,
553,4-Dec-2024,206597,₹ 0,"₹ 2,06,597","₹ 94,380","₹ 58,236",₹ 393,"₹ 2,198",₹ 321,"₹ 54,180",₹ 0,₹ 0,₹ 0,"₹ 2,09,708",₹ 0,"₹ 2,09,708",,,,,,,,,,,,
554,5-Dec-2024,209708,₹ 0,"₹ 2,09,708","₹ 1,24,375","₹ 29,950",₹ 718,"₹ 1,847",₹ 321,"₹ 56,180",₹ 0,₹ 0,₹ 50,"₹ 2,13,441",₹ 0,"₹ 2,13,391",,,,,,,,,,,,
555,6-Dec-2024,213391,₹ 0,"₹ 2,13,391","₹ 1,05,650","₹ 52,315",₹ 617,"₹ 1,548",₹ 321,"₹ 56,180",₹ 0,₹ 0,₹ 706,"₹ 2,17,337",₹ 0,"₹ 2,16,631",,,,,,,,,,,,
556,7-Dec-2024,216631,₹ 0,"₹ 2,16,631","₹ 1,25,460","₹ 31,320","₹ 2,868","₹ 1,150",₹ 331,"₹ 56,680",₹ 0,₹ 0,₹ 120,"₹ 2,17,929",₹ 0,"₹ 2,17,809",,,,,,,,,,,,
557,8-Dec-2024,217809,₹ 0,"₹ 2,17,809","₹ 93,110","₹ 65,030","₹ 4,312","₹ 1,921",₹ 321,"₹ 56,180",₹ 0,₹ 0,₹ 46,"₹ 2,20,920",₹ 0,"₹ 2,20,874",,,,,,,,,,,,
558,9-Dec-2024,220874,₹ 0,"₹ 2,20,874","₹ 81,585","₹ 72,150","₹ 11,386",₹ 896,₹ 321,"₹ 57,680",₹ 0,₹ 0,"₹ 2,350","₹ 2,26,368",₹ 0,"₹ 2,24,018",,,,,,,,,,,,
559,10-Dec-2024,224018,₹ 0,"₹ 2,24,018","₹ 97,310","₹ 61,723",₹ 382,"₹ 2,253",₹ 321,"₹ 61,680",₹ 0,₹ 0,"₹ 4,140","₹ 2,27,809",₹ 0,"₹ 2,23,669",,,,,,,,,,,,
560,11-Dec-2024,223669,₹ 0,"₹ 2,23,669","₹ 1,14,230","₹ 43,716","₹ 9,587","₹ 2,035",₹ 321,"₹ 57,680",₹ 0,₹ 0,₹ 150,"₹ 2,27,719",₹ 0,"₹ 2,27,569",,,,,,,,,,,,
561,12-Dec-2024,227569,₹ 0,"₹ 2,27,569","₹ 83,240","₹ 86,278","₹ 1,610","₹ 1,437",₹ 321,"₹ 57,680",₹ 0,₹ 0,₹ 60,"₹ 2,30,626",₹ 0,"₹ 2,30,566",,,,,,,,,,,,
562,13-Dec-2024,230566,₹ 0,"₹ 2,30,566","₹ 1,34,590","₹ 37,604","₹ 3,234",₹ 410,₹ 321,"₹ 57,430",₹ 0,₹ 0,₹ 0,"₹ 2,33,589",₹ 0,"₹ 2,33,589",,,,,,,,,,,,
563,14-Dec-2024,233589,₹ 0,"₹ 2,33,589","₹ 9,635","₹ 98,924","₹ 72,828","₹ 2,239",₹ 321,"₹ 53,430",₹ 0,₹ 0,₹ 0,"₹ 2,37,377",₹ 0,"₹ 2,37,377",,,,,,,,,,,,
564,15-Dec-2024,237377,₹ 0,"₹ 2,37,377","₹ 3,005","₹ 1,43,089","₹ 5,509","₹ 1,428",₹ 321,"₹ 85,983",₹ 0,₹ 0,₹ 400,"₹ 2,39,735",₹ 0,"₹ 2,39,335",,,,,,,,,,,,
565,16-Dec-2024,239335,₹ 0,"₹ 2,39,335","₹ 12,790","₹ 1,20,953","₹ 18,623","₹ 3,762",₹ 321,"₹ 85,983",₹ 0,₹ 0,₹ 20,"₹ 2,42,452",₹ 0,"₹ 2,42,432",,,,,,,,,,,,
566,17-Dec-2024,242432,₹ 0,"₹ 2,42,432","₹ 1,02,510","₹ 55,483",₹ 829,"₹ 3,563",₹ 321,"₹ 82,393",₹ 0,₹ 0,₹ 236,"₹ 2,45,335",₹ 0,"₹ 2,45,099",,,,,,,,,,,,
567,18-Dec-2024,245099,₹ 0,"₹ 2,45,099","₹ 1,09,100","₹ 32,280","₹ 22,288","₹ 3,193",₹ 321,"₹ 80,393",₹ 0,₹ 0,₹ 0,"₹ 2,47,575",₹ 0,"₹ 2,47,575",,,,,,,,,,,,
568,19-Dec-2024,247575,₹ 0,"₹ 2,47,575","₹ 87,870","₹ 28,452","₹ 51,203","₹ 2,984",₹ 321,"₹ 80,500",₹ 0,₹ 0,₹ 0,"₹ 2,51,330",₹ 0,"₹ 2,51,330",,,,,,,,,,,,
569,20-Dec-2024,251330,₹ 0,"₹ 2,51,330","₹ 1,56,640","₹ 11,649","₹ 6,792","₹ 2,168",₹ 321,"₹ 76,500",₹ 0,₹ 0,"₹ 3,200","₹ 2,57,270",₹ 0,"₹ 2,54,070",,,,,,,,,,,,
570,21-Dec-2024,254070,₹ 0,"₹ 2,54,070","₹ 80,405","₹ 73,049","₹ 22,159","₹ 1,670",₹ 321,"₹ 78,500",₹ 0,₹ 0,₹ 30,"₹ 2,56,134",₹ 0,"₹ 2,56,104",,,,,,,,,,,,
571,22-Dec-2024,256104,₹ 0,"₹ 2,56,104","₹ 1,09,070","₹ 55,404","₹ 14,571",₹ 745,₹ 321,"₹ 78,500",₹ 0,₹ 0,₹ 270,"₹ 2,58,881",₹ 0,"₹ 2,58,611",,,,,,,,,,,,
572,23-Dec-2024,258611,₹ 0,"₹ 2,58,611","₹ 1,15,215","₹ 42,713","₹ 19,615","₹ 1,696",₹ 321,"₹ 82,500",₹ 0,₹ 0,₹ 30,"₹ 2,62,090",₹ 0,"₹ 2,62,060",,,,,,,,,,,,
573,24-Dec-2024,262060,₹ 0,"₹ 2,62,060","₹ 1,55,625","₹ 49,106","₹ 28,322",₹ 572,₹ 321,"₹ 30,500",₹ 0,₹ 0,₹ 30,"₹ 2,64,476",₹ 0,"₹ 2,64,446",,,,,,,,,,,,
574,25-Dec-2024,264446,₹ 0,"₹ 2,64,446","₹ 2,01,210","₹ 31,326",₹ 626,₹ 970,₹ 321,"₹ 31,000",₹ 0,₹ 0,"₹ 5,030","₹ 2,70,483",₹ 0,"₹ 2,65,453",,,,,,,,,,,,
575,26-Dec-2024,265453,₹ 0,"₹ 2,65,453","₹ 1,64,945","₹ 70,268","₹ 1,379",₹ 721,₹ 321,"₹ 31,000",₹ 0,₹ 0,₹ 30,"₹ 2,68,664",₹ 0,"₹ 2,68,634",,,,,,,,,,,,
576,27-Dec-2024,268634,₹ 0,"₹ 2,68,634","₹ 1,29,715","₹ 65,286","₹ 44,437",₹ 652,₹ 321,"₹ 30,500",₹ 0,₹ 0,₹ 782,"₹ 2,71,693",₹ 0,"₹ 2,70,911",,,,,,,,,,,,
577,28-Dec-2024,270911,₹ 0,"₹ 2,70,911","₹ 89,000","₹ 1,40,798","₹ 11,506",₹ 254,₹ 321,"₹ 30,500",₹ 0,₹ 0,₹ 220,"₹ 2,72,599",₹ 0,"₹ 2,72,379",,,,,,,,,,,,
578,29-Dec-2024,272379,₹ 0,"₹ 2,72,379","₹ 73,860","₹ 48,328","₹ 1,17,773","₹ 1,782",₹ 321,"₹ 32,500",₹ 0,₹ 0,₹ 80,"₹ 2,74,644",₹ 0,"₹ 2,74,564",,,,,,,,,,,,
579,30-Dec-2024,274564,₹ 0,"₹ 2,74,564","₹ 73,860","₹ 48,328","₹ 1,17,773","₹ 1,782",₹ 321,"₹ 32,500",₹ 0,₹ 0,₹ 0,"₹ 2,74,564",₹ 0,"₹ 2,74,564",,,,,,,,,,,,
580,31-Dec-2024,274564,₹ 0,"₹ 2,74,564","₹ 1,39,650","₹ 27,229","₹ 1,242",₹ 961,₹ 321,"₹ 32,500","₹ 74,000",₹ 0,₹ 0,"₹ 2,75,903","₹ 74,000","₹ 2,01,903",,,,,,,,,,,,
581,1-Jan-2025,201903,₹ 0,"₹ 2,01,903","₹ 79,145","₹ 54,430","₹ 34,344","₹ 2,591",₹ 321,"₹ 32,500",₹ 0,₹ 0,₹ 500,"₹ 2,03,831",₹ 0,"₹ 2,03,331",,,,,,,,,,,,
582,2-Jan-2025,203331,₹ 0,"₹ 2,03,331","₹ 1,28,840","₹ 38,222","₹ 1,272","₹ 2,562",₹ 321,"₹ 32,500",₹ 0,₹ 0,₹ 980,"₹ 2,04,697",₹ 0,"₹ 2,03,717",,,,,,,,,,,,
583,3-Jan-2025,203717,₹ 0,"₹ 2,03,717","₹ 19,155","₹ 1,04,857","₹ 48,119","₹ 2,562",₹ 321,"₹ 32,700",₹ 0,₹ 0,₹ 120,"₹ 2,07,834",₹ 0,"₹ 2,07,714",,,,,,,,,,,,
584,4-Jan-2025,207714,₹ 0,"₹ 2,07,714","₹ 47,130","₹ 99,722","₹ 27,243","₹ 1,816",₹ 321,"₹ 32,700",₹ 0,₹ 0,₹ 727,"₹ 2,09,659",₹ 0,"₹ 2,08,932",,,,,,,,,,,,
585,5-Jan-2025,208932,₹ 0,"₹ 2,08,932","₹ 1,28,460","₹ 22,868","₹ 27,351","₹ 1,758",₹ 321,"₹ 32,850",₹ 0,₹ 0,₹ 130,"₹ 2,13,738",₹ 0,"₹ 2,13,608",,,,,,,,,,,,
586,6-Jan-2025,213608,₹ 0,"₹ 2,13,608","₹ 1,05,680","₹ 74,440",₹ 721,"₹ 1,160",₹ 321,"₹ 32,850",₹ 0,₹ 0,₹ 0,"₹ 2,15,172",₹ 0,"₹ 2,15,172",,,,,,,,,,,,
587,7-Jan-2025,215172,₹ 0,"₹ 2,15,172","₹ 46,690","₹ 1,33,574","₹ 3,440","₹ 1,141",₹ 321,"₹ 32,850",₹ 0,₹ 0,₹ 442,"₹ 2,18,458",₹ 0,"₹ 2,18,016",,,,,,,,,,,,
588,8-Jan-2025,218016,₹ 0,"₹ 2,18,016","₹ 89,170","₹ 80,390","₹ 18,208",₹ 443,₹ 321,"₹ 32,950",₹ 0,₹ 0,₹ 0,"₹ 2,21,482",₹ 0,"₹ 2,21,482",,,,,,,,,,,,
589,9-Jan-2025,221482,₹ 0,"₹ 2,21,482","₹ 58,685","₹ 83,514","₹ 48,718",₹ 671,₹ 321,"₹ 32,950",₹ 0,₹ 0,₹ 100,"₹ 2,24,959",₹ 0,"₹ 2,24,859",,,,,,,,,,,,
590,10-Jan-2025,224859,₹ 0,"₹ 2,24,859","₹ 58,020","₹ 1,16,066","₹ 15,445","₹ 1,374",₹ 321,"₹ 33,025",₹ 0,₹ 0,"₹ 4,288","₹ 2,28,539",₹ 0,"₹ 2,24,251",,,,,,,,,,,,
591,11-Jan-2025,224251,₹ 0,"₹ 2,24,251","₹ 4,990","₹ 1,75,965","₹ 11,203",₹ 238,₹ 321,"₹ 32,925",₹ 0,₹ 0,₹ 0,"₹ 2,25,642",₹ 0,"₹ 2,25,642",,,,,,,,,,,,
592,12-Jan-2025,225642,₹ 0,"₹ 2,25,642","₹ 4,430","₹ 1,86,976","₹ 1,622",₹ 338,₹ 321,"₹ 32,825",₹ 0,₹ 0,₹ 20,"₹ 2,26,532",₹ 0,"₹ 2,26,512",,,,,,,,,,,,
593,13-Jan-2025,226512,₹ 0,"₹ 2,26,512","₹ 67,170","₹ 44,055","₹ 83,263",₹ 597,₹ 321,"₹ 32,825",₹ 0,₹ 0,₹ 0,"₹ 2,28,231",₹ 0,"₹ 2,28,231",,,,,,,,,,,,
594,14-Jan-2025,228231,₹ 0,"₹ 2,28,231","₹ 52,580","₹ 1,06,078","₹ 39,385",₹ 576,₹ 321,"₹ 32,650",₹ 0,₹ 0,₹ 0,"₹ 2,31,590",₹ 0,"₹ 2,31,590",,,,,,,,,,,,
595,15-Jan-2025,231590,₹ 0,"₹ 2,31,590","₹ 1,62,690","₹ 32,735","₹ 8,509","₹ 1,780",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 100,"₹ 2,35,435",₹ 0,"₹ 2,35,335",,,,,,,,,,,,
596,16-Jan-2025,235335,₹ 0,"₹ 2,35,335","₹ 1,30,265","₹ 74,503","₹ 3,017","₹ 1,094",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 150,"₹ 2,38,650",₹ 0,"₹ 2,38,500",,,,,,,,,,,,
597,17-Jan-2025,238500,₹ 0,"₹ 2,38,500","₹ 1,30,265","₹ 74,503","₹ 3,017","₹ 1,094",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 0,"₹ 2,38,500",₹ 0,"₹ 2,38,500",,,,,,,,,,,,
598,18-Jan-2025,238500,₹ 0,"₹ 2,38,500","₹ 1,40,340","₹ 60,708","₹ 10,330","₹ 1,033",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 0,"₹ 2,42,032",₹ 0,"₹ 2,42,032",,,,,,,,,,,,
599,19-Jan-2025,242032,₹ 0,"₹ 2,42,032","₹ 58,085","₹ 1,18,149","₹ 34,383",₹ 834,₹ 321,"₹ 29,300",₹ 0,₹ 0,"₹ 3,030","₹ 2,44,102",₹ 0,"₹ 2,41,072",,,,,,,,,,,,
600,20-Jan-2025,241072,₹ 0,"₹ 2,41,072","₹ 1,45,800","₹ 64,967","₹ 4,838",₹ 58,₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 30,"₹ 2,45,314",₹ 0,"₹ 2,45,284",,,,,,,,,,,,
601,21-Jan-2025,245284,₹ 0,"₹ 2,45,284","₹ 1,25,725","₹ 81,265","₹ 9,274","₹ 3,871",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 352,"₹ 2,50,108",₹ 0,"₹ 2,49,756",,,,,,,,,,,,
602,22-Jan-2025,249756,₹ 0,"₹ 2,49,756","₹ 1,70,385","₹ 46,924","₹ 1,119","₹ 2,700",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 0,"₹ 2,50,749",₹ 0,"₹ 2,50,749",,,,,,,,,,,,
603,23-Jan-2025,250749,₹ 0,"₹ 2,50,749","₹ 1,38,058","₹ 41,966","₹ 42,206","₹ 2,234",₹ 321,"₹ 29,300",₹ 0,₹ 0,₹ 0,"₹ 2,54,085",₹ 0,"₹ 2,54,085",,,,,,,,,,,,
604,24-Jan-2025,254085,₹ 0,"₹ 2,54,085","₹ 97,380","₹ 99,646","₹ 28,184","₹ 1,527",₹ 321,"₹ 30,320",₹ 0,₹ 0,₹ 0,"₹ 2,57,378",₹ 0,"₹ 2,57,378",,,,,,,,,,,,
605,25-Jan-2025,257378,₹ 0,"₹ 2,57,378","₹ 1,07,447","₹ 83,790","₹ 32,638",₹ 730,₹ 321,"₹ 31,320",₹ 0,₹ 0,"₹ 5,000","₹ 2,61,246",₹ 0,"₹ 2,56,246",,,,,,,,,,,,
606,26-Jan-2025,256246,₹ 0,"₹ 2,56,246","₹ 1,34,510","₹ 55,805","₹ 32,174","₹ 2,128",₹ 321,"₹ 31,320",₹ 0,₹ 0,"₹ 2,000","₹ 2,58,258",₹ 0,"₹ 2,56,258",,,,,,,,,,,,
607,27-Jan-2025,256258,₹ 0,"₹ 2,56,258","₹ 83,020","₹ 1,34,035","₹ 9,666","₹ 1,332",₹ 321,"₹ 31,320",₹ 0,₹ 0,₹ 0,"₹ 2,59,694",₹ 0,"₹ 2,59,694",,,,,,,,,,,,
608,28-Jan-2025,259694,₹ 0,"₹ 2,59,694","₹ 1,76,430","₹ 42,674","₹ 12,406",₹ 686,₹ 321,"₹ 31,320",₹ 0,₹ 0,₹ 0,"₹ 2,63,837",₹ 0,"₹ 2,63,837",,,,,,,,,,,,
609,29-Jan-2025,263837,₹ 0,"₹ 2,63,837","₹ 1,46,470","₹ 75,717","₹ 6,910","₹ 2,821",₹ 321,"₹ 35,584",₹ 0,₹ 0,₹ 0,"₹ 2,67,823",₹ 0,"₹ 2,67,823",,,,,,,,,,,,
610,30-Jan-2025,267823,₹ 0,"₹ 2,67,823","₹ 1,55,370","₹ 69,325","₹ 11,889","₹ 1,526",₹ 321,"₹ 34,584",₹ 0,₹ 0,₹ 20,"₹ 2,73,035",₹ 0,"₹ 2,73,015",,,,,,,,,,,,
611,31-Jan-2025,273015,₹ 0,"₹ 2,73,015","₹ 1,32,450","₹ 1,08,713",₹ 745,₹ 212,₹ 321,"₹ 34,584",₹ 0,₹ 0,₹ 0,"₹ 2,77,025",₹ 0,"₹ 2,77,025",,,,,,,,,,,,
612,1-Feb-2025,277025,₹ 0,"₹ 2,77,025","₹ 1,31,470","₹ 25,529","₹ 9,952","₹ 2,841",₹ 321,"₹ 30,320","₹ 80,000",₹ 0,₹ 0,"₹ 2,80,433","₹ 80,000","₹ 2,00,433",,,,,,,,,,,,
613,2-Feb-2025,200433,₹ 0,"₹ 2,00,433","₹ 1,31,470","₹ 25,529","₹ 9,952","₹ 2,841",₹ 321,"₹ 30,320",₹ 0,₹ 0,₹ 0,"₹ 2,00,433",₹ 0,"₹ 2,00,433",,,,,,,,,,,,
614,3-Feb-2025,200433,₹ 0,"₹ 2,00,433","₹ 1,31,470","₹ 25,529","₹ 9,952","₹ 2,841",₹ 321,"₹ 30,320",₹ 0,₹ 0,₹ 0,"₹ 2,00,433",₹ 0,"₹ 2,00,433",,,,,,,,,,,,
615,4-Feb-2025,200433,₹ 0,"₹ 2,00,433","₹ 89,410","₹ 64,036","₹ 17,963","₹ 2,623",₹ 321,"₹ 30,320",₹ 0,₹ 0,"₹ 2,630","₹ 2,07,303",₹ 0,"₹ 2,04,673",,,,,,,,,,,,
616,5-Feb-2025,204673,₹ 0,"₹ 2,04,673","₹ 1,28,360","₹ 47,106",₹ 362,"₹ 2,395",₹ 321,"₹ 30,320",₹ 0,₹ 0,₹ 0,"₹ 2,08,864",₹ 0,"₹ 2,08,864",,,,,,,,,,,,
617,6-Feb-2025,208864,₹ 0,"₹ 2,08,864","₹ 85,550","₹ 91,440",₹ 673,"₹ 1,481",₹ 321,"₹ 34,404",₹ 0,₹ 0,₹ 0,"₹ 2,13,869",₹ 0,"₹ 2,13,869",,,,,,,,,,,,
618,7-Feb-2025,213869,₹ 0,"₹ 2,13,869","₹ 78,920","₹ 84,173","₹ 18,684",₹ 985,₹ 321,"₹ 34,404",₹ 0,₹ 0,₹ 0,"₹ 2,17,487",₹ 0,"₹ 2,17,487",,,,,,,,,,,,
619,8-Feb-2025,217487,₹ 0,"₹ 2,17,487","₹ 9,110","₹ 1,26,510","₹ 49,560",₹ 380,₹ 321,"₹ 34,404",₹ 0,₹ 0,₹ 50,"₹ 2,20,335",₹ 0,"₹ 2,20,285",,,,,,,,,,,,
620,9-Feb-2025,220285,₹ 0,"₹ 2,20,285","₹ 6,170","₹ 1,06,992","₹ 73,143","₹ 2,056",₹ 321,"₹ 34,704",₹ 0,₹ 0,₹ 0,"₹ 2,23,386",₹ 0,"₹ 2,23,386",,,,,,,,,,,,
621,10-Feb-2025,223386,₹ 0,"₹ 2,23,386","₹ 53,820","₹ 31,018","₹ 1,04,127",₹ 582,₹ 321,"₹ 34,504",₹ 0,₹ 0,"₹ 4,200","₹ 2,28,572",₹ 0,"₹ 2,24,372",,,,,,,,,,,,
622,11-Feb-2025,224372,₹ 0,"₹ 2,24,372","₹ 68,530","₹ 92,783","₹ 30,708",₹ 200,₹ 321,"₹ 34,504",₹ 0,₹ 0,₹ 0,"₹ 2,27,046",₹ 0,"₹ 2,27,046",,,,,,,,,,,,
